seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12	px_13	py_13
181	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	6.224754	43.841534	7.769987	43.844285	7.771575	42.952144	6.999753	42.504698	7.774752	41.167863	7.004518	39.828277	6.234284	38.488691	4.689052	38.485940	4.687463	39.378081	3.914052	39.822775	4.684286	41.162362	3.909287	42.499197	4.681109	42.946643	5.454520	42.501948
182	#006699	#000000	#00000000	#00000000		53.498550	54.701983	3.143818	38.483189	4.689051	38.485940	4.687463	39.378081	3.914052	39.822775	4.684286	41.162362	3.909287	42.499197	3.134289	43.836032	1.589056	43.833281	1.590644	42.941141	0.818822	42.493695	1.593821	41.156860	0.823587	39.817274	1.596998	39.372579	2.368819	39.820025
183	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	1.584291	46.509703	2.354525	47.849289	3.127935	47.404594	3.129524	46.512453	4.674757	46.515204	5.449755	45.178369	6.224754	43.841534	5.454520	42.501948	4.681109	42.946643	3.909287	42.499197	3.134289	43.836032	1.589056	43.833281	1.587467	44.725422	2.359289	45.172867
184	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	9.315220	43.847035	8.544986	42.507449	7.771575	42.952144	7.769987	43.844284	6.224755	43.841534	5.449756	45.178369	4.674758	46.515204	5.444991	47.854790	6.218402	47.410095	6.990224	47.857541	7.765223	46.520706	9.310455	46.523457	9.312043	45.631316	8.540221	45.183870
185	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	9.315220	43.847035	8.540221	45.183870	9.312043	45.631316	10.085454	45.186621	10.855688	46.526207	12.400921	46.528958	13.946153	46.531709	14.721152	45.194874	13.949330	44.747428	13.950919	43.855288	12.405686	43.852537	11.635452	42.512951	10.862041	42.957646	10.860453	43.849786
186	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	13.946152	46.531709	14.716385	47.871295	15.489796	47.426601	15.491385	46.534460	17.036617	46.537212	17.811617	45.200378	18.586616	43.863543	17.816383	42.523957	17.042972	42.968651	16.271150	42.521205	15.496151	43.858040	13.950919	43.855288	13.949330	44.747428	14.721152	45.194874
187	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	21.677081	43.869047	20.906848	42.529460	20.133437	42.974154	20.131848	43.866295	18.586616	43.863543	17.811617	45.200378	17.036617	46.537212	17.806850	47.876799	18.580261	47.432105	19.352083	47.879551	20.127083	46.542717	21.672315	46.545468	21.673904	45.653328	20.902081	45.205881
188	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	26.308011	46.553726	27.083011	45.216891	26.311189	44.769445	25.537778	45.214139	24.767545	43.874552	23.222313	43.871799	21.677081	43.869047	20.902081	45.205881	21.673904	45.653328	21.672315	46.545468	23.217547	46.548221	23.987779	47.887808	24.761190	47.443114	24.762779	46.550973
189	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	26.308001	46.553713	24.762769	46.550960	24.761180	47.443101	25.533002	47.890547	24.758003	49.227382	25.528235	50.566968	26.298467	51.906555	27.843699	51.909308	27.845288	51.017167	28.618699	50.572473	27.848467	49.232887	28.623467	47.896052	27.851644	47.448605	27.078234	47.893299
190	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	27.848467	49.232887	28.618699	50.572473	29.392110	50.127779	29.393699	49.235638	30.938931	49.238391	31.713931	47.901557	32.488930	46.564722	31.718698	45.225136	30.945287	45.669830	30.173465	45.222383	29.398465	46.559218	27.853233	46.556465	27.851644	47.448605	28.623467	47.896052
