seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12
15	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	15.524739	27.799496	15.520613	28.060728	18.132931	28.101992	19.474825	25.860290	19.698995	25.994479	20.155588	25.740394	20.159714	25.479163	17.547396	25.437899	16.276972	23.154934	16.048676	23.281976	15.824506	23.147786	14.482612	25.389488	15.753036	27.672454
16	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	20.155588	25.740394	20.379758	25.874584	21.721652	23.632882	20.451228	21.349917	20.679525	21.222874	20.687778	20.700411	20.463608	20.566221	19.121714	22.807923	16.509396	22.766660	16.505269	23.027892	16.276973	23.154934	17.547396	25.437899	20.159714	25.479163
17	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	20.679525	21.222874	20.451228	21.349917	21.721652	23.632882	24.333970	23.674146	24.329844	23.935378	24.778184	24.203756	25.006481	24.076714	23.736057	21.793749	25.077951	19.552047	24.853781	19.417857	24.857907	19.156625	22.245589	19.115362	20.903695	21.357064
18	#ffffff	#000000	#00000000	#00000000		53.498549	54.701979	20.155588	25.740395	19.927292	25.867437	21.197715	28.150402	23.810033	28.191666	23.805907	28.452898	24.254247	28.721276	24.482544	28.594234	23.212120	26.311269	24.554014	24.069567	24.329844	23.935377	24.333970	23.674145	21.721652	23.632882	20.379758	25.874584
19	#ffffff	#000000	#00000000	#00000000		53.498549	54.701979	24.254247	28.721276	24.250121	28.982508	26.862439	29.023772	28.204333	26.782070	28.428503	26.916259	28.885096	26.662175	28.889222	26.400943	26.276904	26.359679	25.006481	24.076714	24.778184	24.203756	24.554014	24.069567	23.212120	26.311269	24.482544	28.594234
20	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	28.428503	26.916259	28.204333	26.782070	26.862438	29.023771	28.132861	31.306737	27.904564	31.433780	27.896311	31.956243	28.120482	32.090433	29.462377	29.848731	32.074694	29.889996	32.078821	29.628764	32.307117	29.501722	31.036695	27.218756	28.424377	27.177491
21	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	28.885096	26.662175	29.109266	26.796364	30.451160	24.554662	29.180737	22.271697	29.409033	22.144655	29.417286	21.622191	29.193116	21.488002	27.851222	23.729704	25.238904	23.688440	25.234778	23.949672	25.006481	24.076714	26.276905	26.359680	28.889222	26.400943
22	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	33.059352	24.857159	33.063479	24.595927	30.451161	24.554663	29.109266	26.796364	28.885096	26.662175	28.428503	26.916259	28.424376	27.177491	31.036694	27.218756	32.307117	29.501722	32.535413	29.374679	32.759583	29.508869	34.101478	27.267168	32.831056	24.984202
23	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	27.904564	31.433780	28.132861	31.306737	26.862437	29.023772	24.250119	28.982508	24.254245	28.721276	23.805905	28.452898	23.577608	28.579940	24.848032	30.862905	23.506138	33.104607	23.730308	33.238797	23.726182	33.500029	26.338500	33.541292	27.680394	31.299590
24	#006699	#000000	#00000000	#00000000		53.498549	54.701979	23.730308	33.238797	23.726182	33.500029	21.113864	33.458765	19.843440	31.175800	19.615144	31.302842	19.166803	31.034463	19.170930	30.773231	21.783247	30.814495	23.125142	28.572793	23.349312	28.706983	23.577608	28.579940	24.848032	30.862906	23.506138	33.104607
