seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	curve_spectre_edges	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12	px_13	py_13
67	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	-0.133970	12.464104	0.866030	12.464104	0.866030	11.464104	0.000005	10.964104	0.500005	10.098079	0.000005	9.232054	-0.499995	8.366029	-1.499995	8.366029	-1.499995	9.366029	-2.366020	9.866029	-1.866020	10.732054	-2.366020	11.598079	-1.499995	12.098079	-0.633970	11.598079
68	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	5.866030	7.732052	5.366030	6.866027	4.500005	7.366027	4.500005	8.366027	3.500005	8.366027	3.000005	9.232053	2.500005	10.098079	3.000005	10.964104	3.866030	10.464104	4.732056	10.964104	5.232056	10.098078	6.232056	10.098078	6.232056	9.098078	5.366030	8.598078
69	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	7.598081	9.464103	8.598081	9.464103	8.598081	8.464103	7.732055	7.964103	8.232055	7.098077	7.732055	6.232052	7.232055	5.366027	6.232055	5.366027	6.232055	6.366027	5.366030	6.866027	5.866030	7.732052	5.366030	8.598078	6.232056	9.098078	7.098081	8.598078
70	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	7.598081	9.464103	7.098081	8.598078	6.232056	9.098078	6.232056	10.098078	5.232056	10.098078	4.732056	10.964103	4.232056	11.830128	4.732056	12.696153	5.598081	12.196153	6.464106	12.696153	6.964106	11.830128	7.964106	11.830128	7.964106	10.830128	7.098081	10.330128
71	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	4.232056	11.830128	3.232056	11.830128	3.232056	12.830128	4.098082	13.330128	3.598082	14.196154	4.098082	15.062179	4.598082	15.928204	5.598082	15.928204	5.598082	14.928204	6.464107	14.428204	5.964107	13.562179	6.464107	12.696153	5.598081	12.196153	4.732056	12.696153
72	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	1.866031	12.464103	0.866031	12.464103	0.866031	13.464103	1.732057	13.964103	1.232057	14.830129	1.732057	15.696154	2.232057	16.562179	3.232057	16.562179	3.232057	15.562179	4.098082	15.062179	3.598082	14.196154	4.098082	13.330128	3.232056	12.830128	2.366031	13.330128
73	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	-1.499994	12.830128	-2.366019	13.330128	-1.866019	14.196153	-0.866019	14.196153	-0.866019	15.196153	0.000006	15.696153	0.866031	16.196153	1.732056	15.696153	1.232056	14.830128	1.732056	13.964103	0.866031	13.464103	0.866031	12.464103	-0.133969	12.464103	-0.633969	13.330128
74	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	4.598076	15.928206	4.098076	15.062181	3.232051	15.562181	3.232051	16.562181	2.232051	16.562181	1.732051	17.428206	1.232051	18.294231	1.732051	19.160256	2.598076	18.660256	3.464101	19.160256	3.964101	18.294231	4.964101	18.294231	4.964101	17.294231	4.098076	16.794231
75	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	-1.133975	18.928205	-0.633975	19.794231	0.232051	19.294231	0.232051	18.294231	1.232051	18.294231	1.732051	17.428206	2.232051	16.562181	1.732051	15.696155	0.866025	16.196155	0.000000	15.696155	-0.500000	16.562180	-1.500000	16.562180	-1.500000	17.562180	-0.633975	18.062180
76	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	1.232050	18.294230	0.232050	18.294230	0.232050	19.294230	1.098075	19.794230	0.598075	20.660255	1.098075	21.526281	1.598075	22.392307	2.598075	22.392307	2.598075	21.392307	3.464101	20.892307	2.964101	20.026281	3.464101	19.160256	2.598076	18.660256	1.732050	19.160256
77	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	4.330126	19.660256	3.464101	19.160256	2.964101	20.026281	3.464101	20.892307	2.598075	21.392307	2.598075	22.392307	2.598075	23.392307	3.464100	23.892307	3.964100	23.026282	4.964100	23.026282	4.964100	22.026282	5.830126	21.526282	5.330126	20.660256	4.330126	20.660256
78	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	-1.133976	18.928204	-2.133976	18.928204	-2.133976	19.928204	-1.267951	20.428204	-1.767951	21.294229	-1.267951	22.160255	-0.767951	23.026281	0.232049	23.026281	0.232049	22.026281	1.098075	21.526281	0.598075	20.660255	1.098075	19.794230	0.232050	19.294230	-0.633976	19.794230
79	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	-0.767950	23.026282	-1.267950	23.892307	-0.401925	24.392307	0.464100	23.892307	0.964100	24.758332	1.964100	24.758332	2.964100	24.758332	3.464100	23.892307	2.598075	23.392307	2.598075	22.392307	1.598075	22.392307	1.098075	21.526282	0.232050	22.026282	0.232050	23.026282
80	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	4.696150	26.490382	5.196150	25.624357	4.330125	25.124357	3.464100	25.624357	2.964100	24.758332	1.964100	24.758332	0.964100	24.758332	0.464100	25.624357	1.330125	26.124357	1.330125	27.124357	2.330125	27.124357	2.830125	27.990382	3.696150	27.490382	3.696150	26.490382
81	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	6.330126	22.392308	5.830126	21.526282	4.964100	22.026282	4.964100	23.026282	3.964100	23.026282	3.464100	23.892307	2.964100	24.758332	3.464100	25.624358	4.330126	25.124358	5.196151	25.624358	5.696151	24.758333	6.696151	24.758333	6.696151	23.758333	5.830126	23.258333
82	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	8.062176	24.124358	7.562176	23.258333	6.696151	23.758333	6.696151	24.758333	5.696151	24.758333	5.196151	25.624358	4.696151	26.490383	5.196151	27.356408	6.062176	26.856408	6.928201	27.356408	7.428201	26.490383	8.428201	26.490383	8.428201	25.490383	7.562176	24.990383
83	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	8.062176	24.124358	7.562176	24.990384	8.428202	25.490384	9.294227	24.990384	9.794227	25.856409	10.794227	25.856409	11.794227	25.856409	12.294227	24.990383	11.428201	24.490383	11.428201	23.490383	10.428201	23.490383	9.928201	22.624358	9.062176	23.124358	9.062176	24.124358
84	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	11.794226	25.856408	12.294226	26.722433	13.160251	26.222433	13.160251	25.222433	14.160251	25.222433	14.660251	24.356408	15.160251	23.490383	14.660251	22.624358	13.794226	23.124358	12.928201	22.624358	12.428201	23.490383	11.428201	23.490383	11.428201	24.490383	12.294226	24.990383
85	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	13.526276	27.588458	14.026276	28.454483	14.892301	27.954483	14.892301	26.954483	15.892301	26.954483	16.392301	26.088458	16.892301	25.222433	16.392301	24.356408	15.526276	24.856408	14.660251	24.356408	14.160251	25.222433	13.160251	25.222433	13.160251	26.222433	14.026276	26.722433
86	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	13.526276	27.588458	14.026276	26.722433	13.160251	26.222433	12.294225	26.722433	11.794225	25.856407	10.794225	25.856407	9.794225	25.856407	9.294225	26.722432	10.160250	27.222432	10.160250	28.222432	11.160250	28.222432	11.660250	29.088458	12.526276	28.588458	12.526276	27.588458
87	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	9.794226	25.856408	9.294226	24.990383	8.428201	25.490383	8.428201	26.490383	7.428201	26.490383	6.928201	27.356408	6.428201	28.222433	6.928201	29.088458	7.794226	28.588458	8.660251	29.088458	9.160251	28.222433	10.160251	28.222433	10.160251	27.222433	9.294226	26.722433
88	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	7.794226	28.588458	6.928200	29.088458	7.428200	29.954484	8.428200	29.954484	8.428200	30.954484	9.294225	31.454484	10.160250	31.954484	11.026276	31.454484	10.526276	30.588458	11.026276	29.722433	10.160251	29.222433	10.160251	28.222433	9.160251	28.222433	8.660251	29.088458
89	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	5.062175	30.588459	4.562175	31.454484	5.428200	31.954484	6.294225	31.454484	6.794225	32.320509	7.794225	32.320509	8.794225	32.320509	9.294225	31.454484	8.428200	30.954484	8.428200	29.954484	7.428200	29.954484	6.928200	29.088459	6.062175	29.588459	6.062175	30.588459
90	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	4.696150	26.490382	3.696150	26.490382	3.696150	27.490382	4.562175	27.990382	4.062175	28.856407	4.562175	29.722433	5.062175	30.588459	6.062175	30.588459	6.062175	29.588459	6.928201	29.088459	6.428201	28.222433	6.928201	27.356408	6.062176	26.856408	5.196150	27.356408
91	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	4.062175	28.856407	4.562175	27.990382	3.696150	27.490382	2.830124	27.990382	2.330124	27.124356	1.330124	27.124356	0.330124	27.124356	-0.169876	27.990381	0.696149	28.490381	0.696149	29.490381	1.696149	29.490381	2.196149	30.356407	3.062175	29.856407	3.062175	28.856407
92	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	4.428200	32.954484	5.428200	32.954484	5.428200	31.954484	4.562175	31.454484	5.062175	30.588459	4.562175	29.722433	4.062175	28.856407	3.062175	28.856407	3.062175	29.856407	2.196149	30.356407	2.696149	31.222433	2.196149	32.088458	3.062174	32.588458	3.928200	32.088458
93	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	0.964100	24.758332	0.464100	23.892306	-0.401926	24.392306	-0.401926	25.392306	-1.401926	25.392306	-1.901926	26.258331	-2.401926	27.124356	-1.901926	27.990382	-1.035900	27.490382	-0.169875	27.990382	0.330125	27.124357	1.330125	27.124357	1.330125	26.124357	0.464100	25.624357
94	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	0.696149	28.490381	-0.169876	27.990381	-0.669876	28.856406	-0.169876	29.722432	-1.035902	30.222432	-1.035902	31.222432	-1.035902	32.222432	-0.169877	32.722432	0.330123	31.856407	1.330123	31.856407	1.330123	30.856407	2.196149	30.356407	1.696149	29.490381	0.696149	29.490381
95	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	2.696149	31.222433	2.196149	30.356407	1.330123	30.856407	1.330123	31.856407	0.330123	31.856407	-0.169877	32.722432	-0.669877	33.588457	-0.169877	34.454483	0.696149	33.954483	1.562174	34.454483	2.062174	33.588458	3.062174	33.588458	3.062174	32.588458	2.196149	32.088458
96	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	4.428199	32.954483	3.928199	32.088458	3.062174	32.588458	3.062174	33.588458	2.062174	33.588458	1.562174	34.454483	1.062174	35.320508	1.562174	36.186533	2.428199	35.686533	3.294224	36.186533	3.794224	35.320508	4.794224	35.320508	4.794224	34.320508	3.928199	33.820508
97	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	1.062174	35.320508	1.562174	34.454483	0.696149	33.954483	-0.169877	34.454483	-0.669877	33.588457	-1.669877	33.588457	-2.669877	33.588457	-3.169877	34.454482	-2.303852	34.954482	-2.303852	35.954482	-1.303852	35.954482	-0.803852	36.820508	0.062174	36.320508	0.062174	35.320508
98	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	1.062174	35.320508	0.062174	35.320508	0.062174	36.320508	0.928200	36.820508	0.428200	37.686534	0.928200	38.552559	1.428200	39.418584	2.428200	39.418584	2.428200	38.418584	3.294225	37.918584	2.794225	37.052559	3.294225	36.186533	2.428199	35.686533	1.562174	36.186533
99	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	6.160249	34.686533	5.660249	33.820508	4.794224	34.320508	4.794224	35.320508	3.794224	35.320508	3.294224	36.186533	2.794224	37.052558	3.294224	37.918583	4.160249	37.418583	5.026274	37.918583	5.526274	37.052558	6.526274	37.052558	6.526274	36.052558	5.660249	35.552558
100	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	6.526274	38.052558	6.526274	37.052558	5.526274	37.052558	5.026274	37.918583	4.160249	37.418583	3.294223	37.918583	2.428197	38.418583	2.428197	39.418583	3.428197	39.418583	3.928197	40.284609	4.794223	39.784609	5.660248	40.284609	6.160248	39.418584	5.660248	38.552558
101	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	5.160248	41.150634	5.660248	40.284609	4.794223	39.784609	3.928197	40.284609	3.428197	39.418583	2.428197	39.418583	1.428197	39.418583	0.928197	40.284608	1.794222	40.784608	1.794222	41.784608	2.794222	41.784608	3.294222	42.650634	4.160248	42.150634	4.160248	41.150634
102	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	0.794226	41.784610	1.794226	41.784610	1.794226	40.784610	0.928200	40.284610	1.428200	39.418584	0.928200	38.552559	0.428200	37.686534	-0.571800	37.686534	-0.571800	38.686534	-1.437825	39.186534	-0.937825	40.052559	-1.437825	40.918585	-0.571799	41.418585	0.294226	40.918585
103	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	4.526273	43.516659	5.026273	42.650634	4.160248	42.150634	3.294222	42.650634	2.794222	41.784608	1.794222	41.784608	0.794222	41.784608	0.294222	42.650633	1.160247	43.150633	1.160247	44.150633	2.160247	44.150633	2.660247	45.016659	3.526273	44.516659	3.526273	43.516659
104	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	0.794226	41.784610	0.294226	40.918585	-0.571799	41.418585	-0.571799	42.418585	-1.571799	42.418585	-2.071799	43.284611	-2.571799	44.150637	-2.071799	45.016662	-1.205774	44.516662	-0.339748	45.016662	0.160252	44.150636	1.160252	44.150636	1.160252	43.150636	0.294226	42.650636
105	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	4.526273	43.516659	5.026273	44.382685	5.892299	43.882685	5.892299	42.882685	6.892299	42.882685	7.392299	42.016660	7.892299	41.150635	7.392299	40.284609	6.526273	40.784609	5.660248	40.284609	5.160248	41.150634	4.160248	41.150634	4.160248	42.150634	5.026273	42.650634
106	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	10.258325	40.516661	9.758325	39.650635	8.892299	40.150635	8.892299	41.150635	7.892299	41.150635	7.392299	42.016660	6.892299	42.882685	7.392299	43.748711	8.258325	43.248711	9.124350	43.748711	9.624350	42.882686	10.624350	42.882686	10.624350	41.882686	9.758325	41.382686
107	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	7.892299	41.150635	8.892299	41.150635	8.892299	40.150635	8.026274	39.650635	8.526274	38.784610	8.026274	37.918584	7.526274	37.052558	6.526274	37.052558	6.526274	38.052558	5.660248	38.552558	6.160248	39.418584	5.660248	40.284609	6.526273	40.784609	7.392299	40.284609
108	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	10.258325	40.516661	11.258325	40.516661	11.258325	39.516661	10.392300	39.016661	10.892300	38.150636	10.392300	37.284610	9.892300	36.418584	8.892300	36.418584	8.892300	37.418584	8.026274	37.918584	8.526274	38.784610	8.026274	39.650635	8.892299	40.150635	9.758325	39.650635
109	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	9.892300	36.418584	10.392300	35.552559	9.526275	35.052559	8.660249	35.552559	8.160249	34.686533	7.160249	34.686533	6.160249	34.686533	5.660249	35.552558	6.526274	36.052558	6.526274	37.052558	7.526274	37.052558	8.026274	37.918584	8.892300	37.418584	8.892300	36.418584
110	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	4.428199	32.954483	3.928199	33.820508	4.794224	34.320508	5.660249	33.820508	6.160249	34.686533	7.160249	34.686533	8.160249	34.686533	8.660249	33.820508	7.794224	33.320508	7.794224	32.320508	6.794224	32.320508	6.294224	31.454483	5.428199	31.954483	5.428199	32.954483
111	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	8.160249	34.686533	8.660249	35.552559	9.526275	35.052559	9.526275	34.052559	10.526275	34.052559	11.026275	33.186534	11.526275	32.320509	11.026275	31.454483	10.160249	31.954483	9.294224	31.454483	8.794224	32.320508	7.794224	32.320508	7.794224	33.320508	8.660249	33.820508
112	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	13.892301	31.686535	13.392301	30.820509	12.526275	31.320509	12.526275	32.320509	11.526275	32.320509	11.026275	33.186534	10.526275	34.052559	11.026275	34.918585	11.892301	34.418585	12.758326	34.918585	13.258326	34.052560	14.258326	34.052560	14.258326	33.052560	13.392301	32.552560
113	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	11.160251	28.222433	10.160251	28.222433	10.160251	29.222433	11.026276	29.722433	10.526276	30.588458	11.026276	31.454484	11.526276	32.320510	12.526276	32.320510	12.526276	31.320510	13.392302	30.820510	12.892302	29.954484	13.392302	29.088459	12.526277	28.588459	11.660251	29.088459
114	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	13.526277	27.588459	12.526277	27.588459	12.526277	28.588459	13.392302	29.088459	12.892302	29.954484	13.392302	30.820510	13.892302	31.686536	14.892302	31.686536	14.892302	30.686536	15.758328	30.186536	15.258328	29.320510	15.758328	28.454485	14.892303	27.954485	14.026277	28.454485
115	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	15.892303	26.954485	14.892303	26.954485	14.892303	27.954485	15.758328	28.454485	15.258328	29.320510	15.758328	30.186536	16.258328	31.052562	17.258328	31.052562	17.258328	30.052562	18.124354	29.552562	17.624354	28.686536	18.124354	27.820511	17.258329	27.320511	16.392303	27.820511
116	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	22.356405	28.686535	22.856405	27.820509	21.990379	27.320509	21.124354	27.820509	20.624354	26.954484	19.624354	26.954484	18.624354	26.954484	18.124354	27.820510	18.990380	28.320510	18.990380	29.320510	19.990380	29.320510	20.490380	30.186535	21.356405	29.686535	21.356405	28.686535
117	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	18.990380	28.320510	18.124355	27.820510	17.624355	28.686535	18.124355	29.552560	17.258330	30.052560	17.258330	31.052560	17.258330	32.052560	18.124355	32.552560	18.624355	31.686535	19.624355	31.686535	19.624355	30.686535	20.490380	30.186535	19.990380	29.320510	18.990380	29.320510
118	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	13.892304	31.686534	13.392304	32.552559	14.258329	33.052559	15.124355	32.552559	15.624355	33.418585	16.624355	33.418585	17.624355	33.418585	18.124355	32.552560	17.258330	32.052560	17.258330	31.052560	16.258330	31.052560	15.758330	30.186534	14.892304	30.686534	14.892304	31.686534
119	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	15.624355	33.418585	15.124355	32.552559	14.258329	33.052559	14.258329	34.052559	13.258329	34.052559	12.758329	34.918584	12.258329	35.784609	12.758329	36.650635	13.624355	36.150635	14.490380	36.650635	14.990380	35.784610	15.990380	35.784610	15.990380	34.784610	15.124355	34.284610
120	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	19.356405	35.150635	19.856405	34.284610	18.990380	33.784610	18.124355	34.284610	17.624355	33.418585	16.624355	33.418585	15.624355	33.418585	15.124355	34.284610	15.990380	34.784610	15.990380	35.784610	16.990380	35.784610	17.490380	36.650635	18.356405	36.150635	18.356405	35.150635
121	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	16.990380	35.784610	15.990380	35.784610	15.990380	36.784610	16.856406	37.284610	16.356406	38.150636	16.856406	39.016661	17.356406	39.882686	18.356406	39.882686	18.356406	38.882686	19.222431	38.382686	18.722431	37.516661	19.222431	36.650635	18.356405	36.150635	17.490380	36.650635
122	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	13.624355	36.150635	12.758329	36.650635	13.258329	37.516661	14.258329	37.516661	14.258329	38.516661	15.124354	39.016661	15.990379	39.516661	16.856405	39.016661	16.356405	38.150635	16.856405	37.284610	15.990380	36.784610	15.990380	35.784610	14.990380	35.784610	14.490380	36.650635
123	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	10.526275	34.052559	9.526275	34.052559	9.526275	35.052559	10.392300	35.552559	9.892300	36.418584	10.392300	37.284609	10.892300	38.150634	11.892300	38.150634	11.892300	37.150634	12.758325	36.650634	12.258325	35.784609	12.758325	34.918584	11.892300	34.418584	11.026275	34.918584
124	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	10.892300	38.150634	10.392300	39.016659	11.258325	39.516659	12.124350	39.016659	12.624350	39.882684	13.624350	39.882684	14.624350	39.882684	15.124350	39.016659	14.258325	38.516659	14.258325	37.516659	13.258325	37.516659	12.758325	36.650634	11.892300	37.150634	11.892300	38.150634
125	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	10.258325	40.516661	9.758325	41.382686	10.624350	41.882686	11.490376	41.382686	11.990376	42.248712	12.990376	42.248712	13.990376	42.248712	14.490376	41.382687	13.624351	40.882687	13.624351	39.882687	12.624351	39.882687	12.124351	39.016661	11.258325	39.516661	11.258325	40.516661
126	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	9.624350	42.882686	9.124350	43.748711	9.990375	44.248711	10.856400	43.748711	11.356400	44.614736	12.356400	44.614736	13.356400	44.614736	13.856400	43.748711	12.990375	43.248711	12.990375	42.248711	11.990375	42.248711	11.490375	41.382686	10.624350	41.882686	10.624350	42.882686
127	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	13.990375	42.248711	12.990375	42.248711	12.990375	43.248711	13.856400	43.748711	13.356400	44.614736	13.856400	45.480761	14.356400	46.346786	15.356400	46.346786	15.356400	45.346786	16.222425	44.846786	15.722425	43.980761	16.222425	43.114736	15.356400	42.614736	14.490375	43.114736
128	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	13.990379	42.248711	14.490379	43.114737	15.356405	42.614737	15.356405	41.614737	16.356405	41.614737	16.856405	40.748712	17.356405	39.882687	16.856405	39.016661	15.990379	39.516661	15.124354	39.016661	14.624354	39.882686	13.624354	39.882686	13.624354	40.882686	14.490379	41.382686
129	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	15.722430	43.980762	16.222430	44.846787	17.088455	44.346787	17.088455	43.346787	18.088455	43.346787	18.588455	42.480762	19.088455	41.614737	18.588455	40.748712	17.722430	41.248712	16.856405	40.748712	16.356405	41.614737	15.356405	41.614737	15.356405	42.614737	16.222430	43.114737
130	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	17.356406	39.882686	16.856406	40.748711	17.722431	41.248711	18.588456	40.748711	19.088456	41.614736	20.088456	41.614736	21.088456	41.614736	21.588456	40.748711	20.722431	40.248711	20.722431	39.248711	19.722431	39.248711	19.222431	38.382686	18.356406	38.882686	18.356406	39.882686
131	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	19.356405	35.150635	18.356405	35.150635	18.356405	36.150635	19.222431	36.650635	18.722431	37.516661	19.222431	38.382686	19.722431	39.248711	20.722431	39.248711	20.722431	38.248711	21.588456	37.748711	21.088456	36.882686	21.588456	36.016660	20.722430	35.516660	19.856405	36.016660
132	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	6.892299	42.882685	5.892299	42.882685	5.892299	43.882685	6.758324	44.382685	6.258324	45.248710	6.758324	46.114736	7.258324	46.980762	8.258324	46.980762	8.258324	45.980762	9.124350	45.480762	8.624350	44.614736	9.124350	43.748711	8.258325	43.248711	7.392299	43.748711
133	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	22.722430	32.784608	22.222430	31.918583	21.356405	32.418583	21.356405	33.418583	20.356405	33.418583	19.856405	34.284609	19.356405	35.150635	19.856405	36.016660	20.722430	35.516660	21.588456	36.016660	22.088456	35.150634	23.088456	35.150634	23.088456	34.150634	22.222430	33.650634
134	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	20.990380	31.052560	20.490380	30.186535	19.624355	30.686535	19.624355	31.686535	18.624355	31.686535	18.124355	32.552560	17.624355	33.418585	18.124355	34.284610	18.990380	33.784610	19.856405	34.284610	20.356405	33.418585	21.356405	33.418585	21.356405	32.418585	20.490380	31.918585
135	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	22.722430	32.784610	23.722430	32.784610	23.722430	31.784610	22.856405	31.284610	23.356405	30.418585	22.856405	29.552560	22.356405	28.686535	21.356405	28.686535	21.356405	29.686535	20.490380	30.186535	20.990380	31.052560	20.490380	31.918585	21.356405	32.418585	22.222430	31.918585
136	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	22.990379	26.320509	21.990379	26.320509	21.990379	27.320509	22.856404	27.820509	22.356404	28.686534	22.856404	29.552559	23.356404	30.418584	24.356404	30.418584	24.356404	29.418584	25.222429	28.918584	24.722429	28.052559	25.222429	27.186534	24.356404	26.686534	23.490379	27.186534
137	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	24.722430	28.052560	25.222430	28.918585	26.088455	28.418585	26.088455	27.418585	27.088455	27.418585	27.588455	26.552560	28.088455	25.686535	27.588455	24.820510	26.722430	25.320510	25.856405	24.820510	25.356405	25.686535	24.356405	25.686535	24.356405	26.686535	25.222430	27.186535
138	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	26.722430	30.784610	27.588456	31.284610	28.088456	30.418584	27.588456	29.552559	28.454481	29.052559	28.454481	28.052559	28.454481	27.052559	27.588455	26.552559	27.088455	27.418585	26.088455	27.418585	26.088455	28.418585	25.222430	28.918585	25.722430	29.784610	26.722430	29.784610
139	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	23.356404	30.418584	22.856404	31.284610	23.722430	31.784610	24.588455	31.284610	25.088455	32.150635	26.088455	32.150635	27.088455	32.150635	27.588455	31.284609	26.722429	30.784609	26.722429	29.784609	25.722429	29.784609	25.222429	28.918584	24.356404	29.418584	24.356404	30.418584
140	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	22.722430	32.784610	22.222430	33.650635	23.088455	34.150635	23.954480	33.650635	24.454480	34.516660	25.454480	34.516660	26.454480	34.516660	26.954480	33.650635	26.088455	33.150635	26.088455	32.150635	25.088455	32.150635	24.588455	31.284610	23.722430	31.784610	23.722430	32.784610
141	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	22.088456	35.150634	21.588456	36.016659	22.454481	36.516659	23.320506	36.016659	23.820506	36.882684	24.820506	36.882684	25.820506	36.882684	26.320506	36.016659	25.454481	35.516659	25.454481	34.516659	24.454481	34.516659	23.954481	33.650634	23.088456	34.150634	23.088456	35.150634
142	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	20.722431	38.248711	20.722431	39.248711	21.722431	39.248711	22.222431	38.382685	23.088457	38.882685	23.954482	38.382685	24.820507	37.882685	24.820507	36.882685	23.820507	36.882685	23.320507	36.016660	22.454482	36.516660	21.588456	36.016660	21.088456	36.882686	21.588456	37.748711
143	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	21.088456	41.614736	21.588456	42.480761	22.454481	41.980761	22.454481	40.980761	23.454481	40.980761	23.954481	40.114736	24.454481	39.248711	23.954481	38.382686	23.088456	38.882686	22.222431	38.382686	21.722431	39.248711	20.722431	39.248711	20.722431	40.248711	21.588456	40.748711
144	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	22.820506	43.346786	23.320506	42.480761	22.454481	41.980761	21.588456	42.480761	21.088456	41.614736	20.088456	41.614736	19.088456	41.614736	18.588456	42.480761	19.454481	42.980761	19.454481	43.980761	20.454481	43.980761	20.954481	44.846786	21.820506	44.346786	21.820506	43.346786
145	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	17.722430	46.712812	18.588455	47.212812	19.088455	46.346787	18.588455	45.480761	19.454481	44.980761	19.454481	43.980761	19.454481	42.980761	18.588456	42.480761	18.088456	43.346786	17.088456	43.346786	17.088456	44.346786	16.222430	44.846786	16.722430	45.712812	17.722430	45.712812
