seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	curve_spectre_edges	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12	px_13	py_13
146	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	22.820506	43.346786	23.320506	44.212811	24.186531	43.712811	24.186531	42.712811	25.186531	42.712811	25.686531	41.846786	26.186531	40.980761	25.686531	40.114736	24.820506	40.614736	23.954481	40.114736	23.454481	40.980761	22.454481	40.980761	22.454481	41.980761	23.320506	42.480761
147	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.186532	40.980762	27.186532	40.980762	27.186532	39.980762	26.320507	39.480762	26.820507	38.614737	26.320507	37.748711	25.820507	36.882685	24.820507	36.882685	24.820507	37.882685	23.954481	38.382685	24.454481	39.248711	23.954481	40.114736	24.820506	40.614736	25.686532	40.114736
148	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.454481	34.516659	25.454481	34.516659	25.454481	35.516659	26.320506	36.016659	25.820506	36.882684	26.320506	37.748709	26.820506	38.614734	27.820506	38.614734	27.820506	37.614734	28.686531	37.114734	28.186531	36.248709	28.686531	35.382684	27.820506	34.882684	26.954481	35.382684
149	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.454480	34.516660	26.954480	35.382686	27.820506	34.882686	27.820506	33.882686	28.820506	33.882686	29.320506	33.016661	29.820506	32.150636	29.320506	31.284610	28.454480	31.784610	27.588455	31.284610	27.088455	32.150635	26.088455	32.150635	26.088455	33.150635	26.954480	33.650635
150	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	29.820506	32.150636	30.820506	32.150636	30.820506	31.150636	29.954481	30.650636	30.454481	29.784611	29.954481	28.918585	29.454481	28.052559	28.454481	28.052559	28.454481	29.052559	27.588455	29.552559	28.088455	30.418585	27.588455	31.284610	28.454480	31.784610	29.320506	31.284610
151	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	31.820506	27.418584	32.320506	26.552559	31.454481	26.052559	30.588456	26.552559	30.088456	25.686534	29.088456	25.686534	28.088456	25.686534	27.588456	26.552559	28.454481	27.052559	28.454481	28.052559	29.454481	28.052559	29.954481	28.918584	30.820506	28.418584	30.820506	27.418584
152	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.356406	23.954484	25.856406	24.820509	26.722431	25.320509	27.588456	24.820509	28.088456	25.686534	29.088456	25.686534	30.088456	25.686534	30.588456	24.820509	29.722431	24.320509	29.722431	23.320509	28.722431	23.320509	28.222431	22.454484	27.356406	22.954484	27.356406	23.954484
153	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.990380	21.588458	26.490380	22.454483	27.356405	22.954483	28.222431	22.454483	28.722431	23.320509	29.722431	23.320509	30.722431	23.320509	31.222431	22.454484	30.356406	21.954484	30.356406	20.954484	29.356406	20.954484	28.856406	20.088458	27.990380	20.588458	27.990380	21.588458
154	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.624355	17.490383	25.624355	17.490383	25.624355	18.490383	26.490380	18.990383	25.990380	19.856408	26.490380	20.722433	26.990380	21.588458	27.990380	21.588458	27.990380	20.588458	28.856405	20.088458	28.356405	19.222433	28.856405	18.356408	27.990380	17.856408	27.124355	18.356408
155	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.624355	17.490383	27.124355	18.356409	27.990381	17.856409	27.990381	16.856409	28.990381	16.856409	29.490381	15.990384	29.990381	15.124359	29.490381	14.258333	28.624355	14.758333	27.758330	14.258333	27.258330	15.124358	26.258330	15.124358	26.258330	16.124358	27.124355	16.624358
156	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	28.356406	19.222434	28.856406	20.088459	29.722431	19.588459	29.722431	18.588459	30.722431	18.588459	31.222431	17.722434	31.722431	16.856409	31.222431	15.990384	30.356406	16.490384	29.490381	15.990384	28.990381	16.856409	27.990381	16.856409	27.990381	17.856409	28.856406	18.356409
157	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	29.990381	15.124359	29.490381	15.990384	30.356406	16.490384	31.222432	15.990384	31.722432	16.856410	32.722432	16.856410	33.722432	16.856410	34.222432	15.990385	33.356407	15.490385	33.356407	14.490385	32.356407	14.490385	31.856407	13.624359	30.990381	14.124359	30.990381	15.124359
158	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	29.624356	11.026282	28.624356	11.026282	28.624356	12.026282	29.490381	12.526282	28.990381	13.392307	29.490381	14.258332	29.990381	15.124357	30.990381	15.124357	30.990381	14.124357	31.856406	13.624357	31.356406	12.758332	31.856406	11.892307	30.990381	11.392307	30.124356	11.892307
159	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	31.990381	10.392307	32.490381	9.526281	31.624355	9.026281	30.758330	9.526281	30.258330	8.660256	29.258330	8.660256	28.258330	8.660256	27.758330	9.526282	28.624356	10.026282	28.624356	11.026282	29.624356	11.026282	30.124356	11.892307	30.990381	11.392307	30.990381	10.392307
160	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.526280	6.928206	26.026280	7.794231	26.892305	8.294231	27.758330	7.794231	28.258330	8.660256	29.258330	8.660256	30.258330	8.660256	30.758330	7.794231	29.892305	7.294231	29.892305	6.294231	28.892305	6.294231	28.392305	5.428206	27.526280	5.928206	27.526280	6.928206
161	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.526280	6.928206	26.026280	6.062181	25.160255	6.562181	25.160255	7.562181	24.160255	7.562181	23.660255	8.428206	23.160255	9.294231	23.660255	10.160256	24.526280	9.660256	25.392305	10.160256	25.892305	9.294231	26.892305	9.294231	26.892305	8.294231	26.026280	7.794231
162	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	20.794229	9.928205	21.294229	10.794230	22.160254	10.294230	22.160254	9.294230	23.160254	9.294230	23.660254	8.428205	24.160254	7.562180	23.660254	6.696155	22.794229	7.196155	21.928204	6.696155	21.428204	7.562180	20.428204	7.562180	20.428204	8.562180	21.294229	9.062180
163	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	23.794230	3.464106	22.794230	3.464106	22.794230	4.464106	23.660255	4.964106	23.160255	5.830131	23.660255	6.696156	24.160255	7.562181	25.160255	7.562181	25.160255	6.562181	26.026280	6.062181	25.526280	5.196156	26.026280	4.330131	25.160255	3.830131	24.294230	4.330131
164	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	20.428205	3.830129	19.562179	4.330129	20.062179	5.196155	21.062179	5.196155	21.062179	6.196155	21.928204	6.696155	22.794229	7.196155	23.660255	6.696155	23.160255	5.830129	23.660255	4.964104	22.794230	4.464104	22.794230	3.464104	21.794230	3.464104	21.294230	4.330129
165	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	22.428202	1.098076	21.928202	0.232051	21.062177	0.732051	21.062177	1.732051	20.062177	1.732051	19.562177	2.598077	19.062177	3.464103	19.562177	4.330128	20.428202	3.830128	21.294228	4.330128	21.794228	3.464102	22.794228	3.464102	22.794228	2.464102	21.928202	1.964102
166	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	20.696151	-0.633975	20.196151	-1.500000	19.330126	-1.000000	19.330126	0.000000	18.330126	0.000000	17.830126	0.866026	17.330126	1.732052	17.830126	2.598077	18.696151	2.098077	19.562177	2.598077	20.062177	1.732051	21.062177	1.732051	21.062177	0.732051	20.196151	0.232051
167	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	14.964101	2.366027	15.464101	3.232052	16.330126	2.732052	16.330126	1.732052	17.330126	1.732052	17.830126	0.866026	18.330126	0.000000	17.830126	-0.866025	16.964101	-0.366025	16.098075	-0.866025	15.598075	0.000001	14.598075	0.000001	14.598075	1.000001	15.464101	1.500001
168	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	11.866024	-1.732050	11.366024	-0.866024	12.232050	-0.366024	13.098075	-0.866024	13.598075	0.000001	14.598075	0.000001	15.598075	0.000001	16.098075	-0.866025	15.232049	-1.366025	15.232049	-2.366025	14.232049	-2.366025	13.732049	-3.232050	12.866024	-2.732050	12.866024	-1.732050
169	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	20.696151	-0.633975	20.196151	0.232051	21.062177	0.732051	21.928202	0.232051	22.428202	1.098076	23.428202	1.098076	24.428202	1.098076	24.928202	0.232050	24.062176	-0.267950	24.062176	-1.267950	23.062176	-1.267950	22.562176	-2.133975	21.696151	-1.633975	21.696151	-0.633975
170	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.160252	2.830126	26.660252	1.964101	25.794227	1.464101	24.928202	1.964101	24.428202	1.098076	23.428202	1.098076	22.428202	1.098076	21.928202	1.964101	22.794227	2.464101	22.794227	3.464101	23.794227	3.464101	24.294227	4.330126	25.160252	3.830126	25.160252	2.830126
171	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	24.428202	1.098076	24.928202	1.964101	25.794227	1.464101	25.794227	0.464101	26.794227	0.464101	27.294227	-0.401925	27.794227	-1.267951	27.294227	-2.133976	26.428202	-1.633976	25.562176	-2.133976	25.062176	-1.267950	24.062176	-1.267950	24.062176	-0.267950	24.928202	0.232050
172	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.160252	2.830126	26.660252	3.696152	27.526278	3.196152	27.526278	2.196152	28.526278	2.196152	29.026278	1.330127	29.526278	0.464102	29.026278	-0.401924	28.160252	0.098076	27.294227	-0.401924	26.794227	0.464101	25.794227	0.464101	25.794227	1.464101	26.660252	1.964101
173	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.160255	2.830131	25.160255	2.830131	25.160255	3.830131	26.026280	4.330131	25.526280	5.196156	26.026280	6.062182	26.526280	6.928208	27.526280	6.928208	27.526280	5.928208	28.392306	5.428208	27.892306	4.562182	28.392306	3.696157	27.526281	3.196157	26.660255	3.696157
174	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	28.526281	2.196157	27.526281	2.196157	27.526281	3.196157	28.392306	3.696157	27.892306	4.562182	28.392306	5.428208	28.892306	6.294234	29.892306	6.294234	29.892306	5.294234	30.758332	4.794234	30.258332	3.928208	30.758332	3.062183	29.892307	2.562183	29.026281	3.062183
175	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	31.892304	-0.169872	31.392304	-1.035898	30.526278	-0.535898	30.526278	0.464102	29.526278	0.464102	29.026278	1.330127	28.526278	2.196152	29.026278	3.062178	29.892304	2.562178	30.758329	3.062178	31.258329	2.196153	32.258329	2.196153	32.258329	1.196153	31.392304	0.696153
176	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.624355	1.562179	36.124355	0.696154	35.258330	0.196154	34.392304	0.696154	33.892304	-0.169872	32.892304	-0.169872	31.892304	-0.169872	31.392304	0.696153	32.258329	1.196153	32.258329	2.196153	33.258329	2.196153	33.758329	3.062179	34.624355	2.562179	34.624355	1.562179
177	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	34.990380	3.928204	35.490380	3.062179	34.624355	2.562179	33.758329	3.062179	33.258329	2.196153	32.258329	2.196153	31.258329	2.196153	30.758329	3.062178	31.624354	3.562178	31.624354	4.562178	32.624354	4.562178	33.124354	5.428204	33.990380	4.928204	33.990380	3.928204
178	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	31.624357	3.562183	30.758332	3.062183	30.258332	3.928208	30.758332	4.794234	29.892306	5.294234	29.892306	6.294234	29.892306	7.294234	30.758331	7.794234	31.258331	6.928209	32.258331	6.928209	32.258331	5.928209	33.124357	5.428209	32.624357	4.562183	31.624357	4.562183
179	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	33.624356	6.294234	33.124356	5.428209	32.258331	5.928209	32.258331	6.928209	31.258331	6.928209	30.758331	7.794234	30.258331	8.660259	30.758331	9.526284	31.624356	9.026284	32.490381	9.526284	32.990381	8.660259	33.990381	8.660259	33.990381	7.660259	33.124356	7.160259
180	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.356407	8.026285	36.356407	8.026285	36.356407	7.026285	35.490382	6.526285	35.990382	5.660260	35.490382	4.794234	34.990382	3.928208	33.990382	3.928208	33.990382	4.928208	33.124356	5.428208	33.624356	6.294234	33.124356	7.160259	33.990381	7.660259	34.856407	7.160259
181	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.356406	8.026284	34.856406	7.160259	33.990381	7.660259	33.990381	8.660259	32.990381	8.660259	32.490381	9.526284	31.990381	10.392309	32.490381	11.258334	33.356406	10.758334	34.222431	11.258334	34.722431	10.392309	35.722431	10.392309	35.722431	9.392309	34.856406	8.892309
182	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	31.990381	10.392307	30.990381	10.392307	30.990381	11.392307	31.856406	11.892307	31.356406	12.758332	31.856406	13.624357	32.356406	14.490382	33.356406	14.490382	33.356406	13.490382	34.222431	12.990382	33.722431	12.124357	34.222431	11.258332	33.356406	10.758332	32.490381	11.258332
183	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	33.356406	13.490382	33.356406	14.490382	34.356406	14.490382	34.856406	13.624356	35.722432	14.124356	36.588457	13.624356	37.454482	13.124356	37.454482	12.124356	36.454482	12.124356	35.954482	11.258331	35.088457	11.758331	34.222431	11.258331	33.722431	12.124357	34.222431	12.990382
184	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	34.722431	10.392309	34.222431	11.258334	35.088456	11.758334	35.954481	11.258334	36.454481	12.124359	37.454481	12.124359	38.454481	12.124359	38.954481	11.258334	38.088456	10.758334	38.088456	9.758334	37.088456	9.758334	36.588456	8.892309	35.722431	9.392309	35.722431	10.392309
185	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.356407	8.026285	34.856407	8.892310	35.722432	9.392310	36.588457	8.892310	37.088457	9.758335	38.088457	9.758335	39.088457	9.758335	39.588457	8.892310	38.722432	8.392310	38.722432	7.392310	37.722432	7.392310	37.222432	6.526285	36.356407	7.026285	36.356407	8.026285
186	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.990381	5.660259	35.490381	6.526285	36.356407	7.026285	37.222432	6.526285	37.722432	7.392310	38.722432	7.392310	39.722432	7.392310	40.222432	6.526284	39.356406	6.026284	39.356406	5.026284	38.356406	5.026284	37.856406	4.160259	36.990381	4.660259	36.990381	5.660259
187	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.624356	1.562184	34.624356	1.562184	34.624356	2.562184	35.490381	3.062184	34.990381	3.928209	35.490381	4.794234	35.990381	5.660259	36.990381	5.660259	36.990381	4.660259	37.856406	4.160259	37.356406	3.294234	37.856406	2.428209	36.990381	1.928209	36.124356	2.428209
188	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.624355	1.562179	36.124355	2.428205	36.990381	1.928205	36.990381	0.928205	37.990381	0.928205	38.490381	0.062180	38.990381	-0.803845	38.490381	-1.669871	37.624355	-1.169871	36.758330	-1.669871	36.258330	-0.803846	35.258330	-0.803846	35.258330	0.196154	36.124355	0.696154
189	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	37.356406	3.294234	37.856406	4.160260	38.722432	3.660260	38.722432	2.660260	39.722432	2.660260	40.222432	1.794235	40.722432	0.928210	40.222432	0.062184	39.356406	0.562184	38.490381	0.062184	37.990381	0.928209	36.990381	0.928209	36.990381	1.928209	37.856406	2.428209
190	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	38.990381	-0.803841	38.490381	0.062184	39.356406	0.562184	40.222432	0.062184	40.722432	0.928210	41.722432	0.928210	42.722432	0.928210	43.222432	0.062185	42.356407	-0.437815	42.356407	-1.437815	41.356407	-1.437815	40.856407	-2.303841	39.990381	-1.803841	39.990381	-0.803841
191	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.454482	2.660260	44.954482	1.794235	44.088457	1.294235	43.222432	1.794235	42.722432	0.928210	41.722432	0.928210	40.722432	0.928210	40.222432	1.794235	41.088457	2.294235	41.088457	3.294235	42.088457	3.294235	42.588457	4.160260	43.454482	3.660260	43.454482	2.660260
192	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	42.722432	0.928210	43.222432	1.794236	44.088458	1.294236	44.088458	0.294236	45.088458	0.294236	45.588458	-0.571789	46.088458	-1.437814	45.588458	-2.303840	44.722432	-1.803840	43.856407	-2.303840	43.356407	-1.437815	42.356407	-1.437815	42.356407	-0.437815	43.222432	0.062185
193	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.454482	2.660260	44.954482	3.526286	45.820508	3.026286	45.820508	2.026286	46.820508	2.026286	47.320508	1.160261	47.820508	0.294236	47.320508	-0.571790	46.454482	-0.071790	45.588457	-0.571790	45.088457	0.294235	44.088457	0.294235	44.088457	1.294235	44.954482	1.794235
194	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	47.186533	6.124363	48.186533	6.124363	48.186533	5.124363	47.320508	4.624363	47.820508	3.758338	47.320508	2.892312	46.820508	2.026286	45.820508	2.026286	45.820508	3.026286	44.954482	3.526286	45.454482	4.392312	44.954482	5.258337	45.820507	5.758337	46.686533	5.258337
195	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.820507	6.758335	45.820507	6.758335	45.820507	5.758335	44.954482	5.258335	45.454482	4.392310	44.954482	3.526285	44.454482	2.660260	43.454482	2.660260	43.454482	3.660260	42.588457	4.160260	43.088457	5.026285	42.588457	5.892310	43.454482	6.392310	44.320507	5.892310
196	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	42.454482	7.392310	43.454482	7.392310	43.454482	6.392310	42.588457	5.892310	43.088457	5.026285	42.588457	4.160260	42.088457	3.294235	41.088457	3.294235	41.088457	4.294235	40.222432	4.794235	40.722432	5.660260	40.222432	6.526285	41.088457	7.026285	41.954482	6.526285
197	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	39.356407	6.026285	40.222432	6.526285	40.722432	5.660260	40.222432	4.794235	41.088457	4.294235	41.088457	3.294235	41.088457	2.294235	40.222432	1.794235	39.722432	2.660260	38.722432	2.660260	38.722432	3.660260	37.856407	4.160260	38.356407	5.026285	39.356407	5.026285
198	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	39.088457	9.758335	39.588457	10.624360	40.454482	10.124360	40.454482	9.124360	41.454482	9.124360	41.954482	8.258335	42.454482	7.392310	41.954482	6.526285	41.088457	7.026285	40.222432	6.526285	39.722432	7.392310	38.722432	7.392310	38.722432	8.392310	39.588457	8.892310
199	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.820508	6.758336	44.320508	5.892310	43.454482	6.392310	43.454482	7.392310	42.454482	7.392310	41.954482	8.258335	41.454482	9.124360	41.954482	9.990386	42.820508	9.490386	43.686533	9.990386	44.186533	9.124361	45.186533	9.124361	45.186533	8.124361	44.320508	7.624361
200	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.820508	6.758336	44.320508	7.624361	45.186533	8.124361	46.052559	7.624361	46.552559	8.490387	47.552559	8.490387	48.552559	8.490387	49.052559	7.624362	48.186534	7.124362	48.186534	6.124362	47.186534	6.124362	46.686534	5.258336	45.820508	5.758336	45.820508	6.758336
201	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	50.186534	-0.339738	49.686534	-1.205764	48.820508	-0.705764	48.820508	0.294236	47.820508	0.294236	47.320508	1.160261	46.820508	2.026286	47.320508	2.892312	48.186534	2.392312	49.052559	2.892312	49.552559	2.026287	50.552559	2.026287	50.552559	1.026287	49.686534	0.526287
202	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	50.552558	5.758338	51.418584	5.258338	50.918584	4.392312	49.918584	4.392312	49.918584	3.392312	49.052559	2.892312	48.186534	2.392312	47.320508	2.892312	47.820508	3.758338	47.320508	4.624363	48.186533	5.124363	48.186533	6.124363	49.186533	6.124363	49.686533	5.258338
203	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.186533	9.124361	43.686533	9.990386	44.552558	10.490386	45.418583	9.990386	45.918583	10.856411	46.918583	10.856411	47.918583	10.856411	48.418583	9.990386	47.552558	9.490386	47.552558	8.490386	46.552558	8.490386	46.052558	7.624361	45.186533	8.124361	45.186533	9.124361
204	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	47.918583	10.856411	48.418583	11.722436	49.284608	11.222436	49.284608	10.222436	50.284608	10.222436	50.784608	9.356411	51.284608	8.490386	50.784608	7.624361	49.918583	8.124361	49.052558	7.624361	48.552558	8.490386	47.552558	8.490386	47.552558	9.490386	48.418583	9.990386
205	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	42.820507	12.222437	42.820507	13.222437	43.820507	13.222437	44.320507	12.356412	45.186532	12.856412	46.052558	12.356412	46.918584	11.856412	46.918584	10.856412	45.918584	10.856412	45.418584	9.990386	44.552558	10.490386	43.686533	9.990386	43.186533	10.856411	43.686533	11.722437
206	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.454482	9.124360	40.454482	9.124360	40.454482	10.124360	41.320507	10.624360	40.820507	11.490385	41.320507	12.356410	41.820507	13.222435	42.820507	13.222435	42.820507	12.222435	43.686532	11.722435	43.186532	10.856410	43.686532	9.990385	42.820507	9.490385	41.954482	9.990385
207	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	39.088456	9.758334	38.088456	9.758334	38.088456	10.758334	38.954481	11.258334	38.454481	12.124359	38.954481	12.990384	39.454481	13.856409	40.454481	13.856409	40.454481	12.856409	41.320506	12.356409	40.820506	11.490384	41.320506	10.624359	40.454481	10.124359	39.588456	10.624359
208	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	38.820507	16.222435	39.820507	16.222435	39.820507	15.222435	38.954481	14.722435	39.454481	13.856409	38.954481	12.990384	38.454481	12.124359	37.454481	12.124359	37.454481	13.124359	36.588456	13.624359	37.088456	14.490384	36.588456	15.356410	37.454482	15.856410	38.320507	15.356410
209	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	39.454481	13.856409	38.954481	14.722434	39.820506	15.222434	40.686531	14.722434	41.186531	15.588459	42.186531	15.588459	43.186531	15.588459	43.686531	14.722434	42.820506	14.222434	42.820506	13.222434	41.820506	13.222434	41.320506	12.356409	40.454481	12.856409	40.454481	13.856409
210	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	43.186531	15.588459	43.686531	16.454485	44.552557	15.954485	44.552557	14.954485	45.552557	14.954485	46.052557	14.088460	46.552557	13.222435	46.052557	12.356409	45.186531	12.856409	44.320506	12.356409	43.820506	13.222434	42.820506	13.222434	42.820506	14.222434	43.686531	14.722434
211	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	48.284608	14.954486	49.284608	14.954486	49.284608	13.954486	48.418583	13.454486	48.918583	12.588461	48.418583	11.722435	47.918583	10.856409	46.918583	10.856409	46.918583	11.856409	46.052557	12.356409	46.552557	13.222435	46.052557	14.088460	46.918582	14.588460	47.784608	14.088460
212	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.918582	17.320510	45.418582	18.186535	46.284607	17.686535	46.284607	16.686535	47.284607	16.686535	47.784607	15.820510	48.284607	14.954485	47.784607	14.088460	46.918582	14.588460	46.052557	14.088460	45.552557	14.954485	44.552557	14.954485	44.552557	15.954485	45.418582	16.454485
213	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.918581	17.320509	45.418581	16.454484	44.552556	15.954484	43.686531	16.454484	43.186531	15.588459	42.186531	15.588459	41.186531	15.588459	40.686531	16.454484	41.552556	16.954484	41.552556	17.954484	42.552556	17.954484	43.052556	18.820509	43.918581	18.320509	43.918581	17.320509
214	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.186532	15.588460	40.686532	14.722435	39.820507	15.222435	39.820507	16.222435	38.820507	16.222435	38.320507	17.088460	37.820507	17.954485	38.320507	18.820510	39.186532	18.320510	40.052557	18.820510	40.552557	17.954485	41.552557	17.954485	41.552557	16.954485	40.686532	16.454485
215	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.454481	18.588459	35.954481	19.454485	36.820507	18.954485	36.820507	17.954485	37.820507	17.954485	38.320507	17.088460	38.820507	16.222435	38.320507	15.356409	37.454481	15.856409	36.588456	15.356409	36.088456	16.222434	35.088456	16.222434	35.088456	17.222434	35.954481	17.722434
216	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	33.722432	16.856410	34.222432	17.722436	35.088458	17.222436	35.088458	16.222436	36.088458	16.222436	36.588458	15.356411	37.088458	14.490386	36.588458	13.624360	35.722432	14.124360	34.856407	13.624360	34.356407	14.490385	33.356407	14.490385	33.356407	15.490385	34.222432	15.990385
217	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.454482	18.588460	35.954482	17.722435	35.088457	17.222435	34.222432	17.722435	33.722432	16.856410	32.722432	16.856410	31.722432	16.856410	31.222432	17.722435	32.088457	18.222435	32.088457	19.222435	33.088457	19.222435	33.588457	20.088460	34.454482	19.588460	34.454482	18.588460
218	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.820507	22.686535	36.820507	22.686535	36.820507	21.686535	35.954482	21.186535	36.454482	20.320510	35.954482	19.454485	35.454482	18.588460	34.454482	18.588460	34.454482	19.588460	33.588457	20.088460	34.088457	20.954485	33.588457	21.820510	34.454482	22.320510	35.320507	21.820510
219	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	38.186533	22.052561	39.186533	22.052561	39.186533	21.052561	38.320508	20.552561	38.820508	19.686536	38.320508	18.820510	37.820508	17.954484	36.820508	17.954484	36.820508	18.954484	35.954482	19.454484	36.454482	20.320510	35.954482	21.186535	36.820507	21.686535	37.686533	21.186535
220	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	41.552558	21.686536	42.418583	21.186536	41.918583	20.320511	40.918583	20.320511	40.918583	19.320511	40.052558	18.820511	39.186533	18.320511	38.320508	18.820511	38.820508	19.686536	38.320508	20.552561	39.186533	21.052561	39.186533	22.052561	40.186533	22.052561	40.686533	21.186536
221	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.284607	19.686535	44.784607	18.820509	43.918581	18.320509	43.052556	18.820509	42.552556	17.954484	41.552556	17.954484	40.552556	17.954484	40.052556	18.820510	40.918582	19.320510	40.918582	20.320510	41.918582	20.320510	42.418582	21.186535	43.284607	20.686535	43.284607	19.686535
222	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.918581	17.320509	43.918581	17.320509	43.918581	18.320509	44.784606	18.820509	44.284606	19.686534	44.784606	20.552559	45.284606	21.418584	46.284606	21.418584	46.284606	20.418584	47.150631	19.918584	46.650631	19.052559	47.150631	18.186534	46.284606	17.686534	45.418581	18.186534
223	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	46.650631	19.052559	47.150631	19.918584	48.016656	19.418584	48.016656	18.418584	49.016656	18.418584	49.516656	17.552558	50.016656	16.686532	49.516656	15.820507	48.650631	16.320507	47.784605	15.820507	47.284605	16.686533	46.284605	16.686533	46.284605	17.686533	47.150631	18.186533
224	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	45.284606	21.418584	44.784606	22.284609	45.650631	22.784609	46.516656	22.284609	47.016656	23.150634	48.016656	23.150634	49.016656	23.150634	49.516656	22.284609	48.650631	21.784609	48.650631	20.784609	47.650631	20.784609	47.150631	19.918584	46.284606	20.418584	46.284606	21.418584
